"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Nov 24 13:07:26 GMT 2024","Sun Nov 24 13:07:26 GMT 2024","1","Surefire suite","Surefire test","com.example.teamcity.api.SetupAgentTest","com.example.teamcity.api.SetupAgentTest","afterTest","afterTest",""
"broken","Sun Nov 24 13:07:26 GMT 2024","Sun Nov 24 13:07:26 GMT 2024","165","Surefire suite","Surefire test","com.example.teamcity.api.SetupAgentTest","com.example.teamcity.api.SetupAgentTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
